beer,beer_id,tasting_category_fine,part,fold
33,5425005660465,Fruitbeer,fold_train,8
217,5425006241687,Tripel,fold_train,8
74,5412783054012,Faro,fold_train,8
138,5411223010557,Kriek,fold_train,8
246,5410783001432,Blond,fold_train,8
10,5410228202929,Low/No alcohol,fold_train,8
15,54079045,Tripel,fold_train,8
18,1882,Lambic,fold_train,8
118,5411364151119,West Flanders ale,fold_train,8
46,5411276200325,Blond,fold_train,8
147,5412107000466,Tripel,fold_train,8
173,5425005660809,Stout/Porter,fold_train,8
200,54125001,West Flanders ale,fold_train,8
214,5425006240147,Christmas,fold_train,8
192,5410693100324,Brut,fold_train,8
144,5411516002306,Lambic,fold_train,8
87,5412896001507,Stout/Porter,fold_train,8
39,5430000193009,Hoppy,fold_train,8
120,850413005204,Hoppy,fold_train,8
201,741360987296,Stout/Porter,fold_train,8
52,8715951011112,Stout/Porter,fold_train,8
77,8711406023563,Blond,fold_train,8
79,5425029020054,Hoppy,fold_train,8
183,5410702000805,Saison,fold_train,8
244,5413784109060,West Flanders ale,fold_train,8
17,5425014687019,Tripel,fold_train,8
170,5411663002716,Strong ale,fold_train,8
20,5425005660205,Saison,fold_train,8
207,5411223030036,Fruitbeer,fold_train,8
34,5411681038001,Tripel,fold_train,8
223,5410228231325,Low/No alcohol,fold_train,8
72,54121096,Hoppy,fold_train,8
6,8711406031766,Amber,fold_train,8
24,5411656050212,Kriek,fold_train,8
116,5411656051097,Lambic,fold_train,8
136,54085176,Blond,fold_train,8
3,54055308,Blond,fold_train,8
23,5411681014005,Tripel,fold_train,8
7,5425025910809,Saison,fold_train,8
152,5410702001307,Wheat,fold_train,8
150,5425024150275,Brett/cofermented,fold_train,8
58,5425024151210,Saison,fold_train,8
178,620670293948,West Flanders ale,fold_train,8
28,5425036580008,Pils/Lager,fold_train,8
248,5410263015669,Blond,fold_train,8
145,5415152000450,Saison,fold_train,8
115,5411516001453,Lambic,fold_train,8
188,8711406017487,Stout/Porter,fold_train,8
132,5410702000379,Saison,fold_train,8
37,5410908000036,Strong ale,fold_train,8
196,5411551300818,Strong ale,fold_train,8
169,5411676710004,Hoppy,fold_train,8
67,5425026610197,Stout/Porter,fold_train,8
171,5425033240028,Tripel,fold_train,8
158,54107014,Amber,fold_train,8
129,5410228146162,Brown,fold_train,8
186,112161945,Strong ale,fold_train,8
203,5425017241164,Brett/cofermented,fold_train,8
21,5412783052247,Lambic,fold_train,8
206,54085015,Brown,fold_train,8
130,5425025910410,Brut,fold_train,8
155,5410228188704,Low/No alcohol,fold_train,8
153,5425007810806,Kriek,fold_train,8
161,5411686700057,Flanders old brown,fold_train,8
197,5412896000111,Wheat,fold_train,8
225,5411663002600,Strong ale,fold_train,8
30,5430000043014,Blond,fold_train,8
126,54085060,Amber,fold_train,8
139,5410228142027,Pils/Lager,fold_train,8
38,541286000975,Christmas,fold_train,8
148,5400000000012,Strong ale,fold_train,8
36,5412896000074,Brown,fold_train,8
8,5425006241304,Hoppy,fold_train,8
235,5412858000104,Strong ale,fold_train,8
98,54055315,Brown,fold_train,8
108,5425007658880,Brown,fold_train,8
247,5411081000264,Fruitbeer,fold_train,8
110,5411098730291,Blond,fold_train,8
157,5425024150107,Tripel,fold_train,8
174,5412583240356,Dubbel,fold_train,8
198,54079007,Dubbel,fold_train,8
85,54112018,Tripel,fold_train,8
249,9120041150784,Blond,fold_train,8
187,5425017240075,Dubbel,fold_val,8
241,608782666133,Kriek,fold_val,8
226,5412186000715,Strong ale,fold_val,8
209,54085107,Pils/Lager,fold_val,8
142,54112087,Wheat,fold_val,8
106,5413977000044,Christmas,fold_val,8
73,5410769100081,Blond,fold_val,8
62,5410228134879,Blond,fold_val,8
131,5410769200088,Scotch,fold_val,8
45,5412343201337,Tripel,fold_val,8
54,549619093094,Kriek,fold_val,8
238,5412896000432,Blond,fold_val,8
172,5411681400310,Wheat,fold_val,8
69,5411081000332,Tripel,fold_val,8
44,5411633250055,Wheat,fold_val,8
122,5425029020191,Brett/cofermented,fold_val,8
195,8711406995631,Wheat,fold_val,8
250,5411223030067,Faro,outer_test,8
9,5411081005368,Hoppy,outer_test,8
228,5411663002945,Tripel,outer_test,8
14,54040014,Brett/cofermented,outer_test,8
180,5411633330047,Christmas,outer_test,8
42,5411024000047,Lambic,outer_test,8
114,5410769300085,Hoppy,outer_test,8
70,54085190,Blond,outer_test,8
243,5412138802510,Wheat,outer_test,8
88,5411081003654,Kriek,outer_test,8
193,5411098700034,Blond,outer_test,8
117,9120041150678,Strong ale,outer_test,8
160,54055438,Wheat,outer_test,8
236,54107052,Brett/cofermented,outer_test,8
134,54004238,Strong ale,outer_test,8
66,5413977000037,Tripel,outer_test,8
41,5411656010315,Lambic,outer_test,8
68,9999999999,Tripel,outer_test,8
47,5412583240363,Tripel,outer_test,8
113,5425006700016,Blond,outer_test,8
83,54055520,Low/No alcohol,outer_test,8
43,5041300503,Amber,outer_test,8
156,5410228193371,Kriek,outer_test,8
90,54017016,Pils/Lager,outer_test,8
109,5412858000067,Brown,outer_test,8
64,5410908000128,Blond,outer_test,8
242,5412138333311,Saison,outer_test,8
230,5410228141235,Pils/Lager,outer_test,8
112,5410908000012,Brown,outer_test,8
143,5410228225928,Hoppy,outer_test,8
159,5411686700668,Flanders old brown,outer_test,8
146,54004009,Scotch,outer_test,8
125,5413963300011,Blond,outer_test,8
202,5425029020047,Stout/Porter,outer_test,8
213,5410783004099,Hoppy,outer_test,8
240,5410783004594,Tripel,outer_test,8
189,5410228145912,Tripel,outer_test,8
59,5425005660601,Blond,outer_test,8
224,5410228141884,Wheat,outer_test,8
176,5411858000183,West Flanders ale,outer_test,8
29,5410702000331,Saison,outer_test,8
81,8715608222557,Pils/Lager,outer_test,8
19,5425030060032,Amber,outer_test,8
2,5410228142003,Low/No alcohol,outer_test,8
63,701197206052,Amber,outer_test,8
135,5410908000029,Tripel,outer_test,8
237,5400000000008,Brown,outer_test,8
232,5411686700637,Kriek,outer_test,8
205,793573165763,Brut,outer_test,8
210,5413982001005,Amber,outer_test,8
94,5412186003013,Blond,outer_test,8
26,54125032,West Flanders ale,outer_test,8
211,5411223030050,Lambic,outer_test,8
121,5414239000093,Blond,outer_test,8
140,54050082,Tripel,outer_test,8
95,5412138303314,Christmas,outer_test,8
91,8711406995495,Strong ale,outer_test,8
61,5410702001314,Stout/Porter,outer_test,8
103,5425024150108,Stout/Porter,outer_test,8
216,5410228201076,Scotch,outer_test,8
97,5411676700005,Hoppy,outer_test,8
184,5412783055019,Fruitbeer,outer_test,8
167,5411858000077,Flanders old brown,outer_test,8
22,5411663001276,Wheat,outer_test,8
175,5410263013665,Strong ale,outer_test,8
102,5411911001768,Christmas,outer_test,8
194,5411098730307,Dubbel,outer_test,8
231,5425025390090,Stout/Porter,outer_test,8
50,5411223030043,Fruitbeer,outer_test,8
166,5425029020252,Saison,outer_test,8
49,5410228208358,Blond,outer_test,8
48,8711406995211,Dubbel,outer_test,8
221,5412896000067,Dubbel,outer_test,8
105,5425006700405,Strong ale,outer_test,8
25,54079014,Brown,outer_test,8
