beer,beer_id,tasting_category_fine,part,fold
203,5425017241164,Brett/cofermented,fold_train,7
21,5412783052247,Lambic,fold_train,7
206,54085015,Brown,fold_train,7
130,5425025910410,Brut,fold_train,7
155,5410228188704,Low/No alcohol,fold_train,7
153,5425007810806,Kriek,fold_train,7
161,5411686700057,Flanders old brown,fold_train,7
197,5412896000111,Wheat,fold_train,7
225,5411663002600,Strong ale,fold_train,7
30,5430000043014,Blond,fold_train,7
122,5425029020191,Brett/cofermented,fold_train,7
126,54085060,Amber,fold_train,7
139,5410228142027,Pils/Lager,fold_train,7
38,541286000975,Christmas,fold_train,7
148,5400000000012,Strong ale,fold_train,7
195,8711406995631,Wheat,fold_train,7
36,5412896000074,Brown,fold_train,7
8,5425006241304,Hoppy,fold_train,7
98,54055315,Brown,fold_train,7
108,5425007658880,Brown,fold_train,7
247,5411081000264,Fruitbeer,fold_train,7
110,5411098730291,Blond,fold_train,7
157,5425024150107,Tripel,fold_train,7
174,5412583240356,Dubbel,fold_train,7
85,54112018,Tripel,fold_train,7
249,9120041150784,Blond,fold_train,7
75,5412783052018,Lambic,fold_val,7
104,5412858000081,Strong ale,fold_val,7
40,5410228141181,Low/No alcohol,fold_val,7
84,5411516000517,West Flanders ale,fold_val,7
124,5412186002658,Pils/Lager,fold_val,7
76,5412583240837,Blond,fold_val,7
82,5411516002269,Kriek,fold_val,7
71,5410228218791,Blond,fold_val,7
215,5413963100017,Blond,fold_val,7
120,850413005204,Hoppy,fold_val,7
34,5411681038001,Tripel,fold_val,7
72,54121096,Hoppy,fold_val,7
150,5425024150275,Brett/cofermented,fold_val,7
196,5411551300818,Strong ale,fold_val,7
67,5425026610197,Stout/Porter,fold_val,7
235,5412858000104,Strong ale,fold_val,7
198,54079007,Dubbel,fold_val,7
250,5411223030067,Faro,outer_test,7
9,5411081005368,Hoppy,outer_test,7
228,5411663002945,Tripel,outer_test,7
14,54040014,Brett/cofermented,outer_test,7
180,5411633330047,Christmas,outer_test,7
42,5411024000047,Lambic,outer_test,7
114,5410769300085,Hoppy,outer_test,7
70,54085190,Blond,outer_test,7
243,5412138802510,Wheat,outer_test,7
88,5411081003654,Kriek,outer_test,7
193,5411098700034,Blond,outer_test,7
117,9120041150678,Strong ale,outer_test,7
160,54055438,Wheat,outer_test,7
236,54107052,Brett/cofermented,outer_test,7
134,54004238,Strong ale,outer_test,7
66,5413977000037,Tripel,outer_test,7
41,5411656010315,Lambic,outer_test,7
68,9999999999,Tripel,outer_test,7
47,5412583240363,Tripel,outer_test,7
113,5425006700016,Blond,outer_test,7
83,54055520,Low/No alcohol,outer_test,7
43,5041300503,Amber,outer_test,7
156,5410228193371,Kriek,outer_test,7
90,54017016,Pils/Lager,outer_test,7
109,5412858000067,Brown,outer_test,7
64,5410908000128,Blond,outer_test,7
242,5412138333311,Saison,outer_test,7
230,5410228141235,Pils/Lager,outer_test,7
112,5410908000012,Brown,outer_test,7
143,5410228225928,Hoppy,outer_test,7
159,5411686700668,Flanders old brown,outer_test,7
146,54004009,Scotch,outer_test,7
125,5413963300011,Blond,outer_test,7
202,5425029020047,Stout/Porter,outer_test,7
213,5410783004099,Hoppy,outer_test,7
240,5410783004594,Tripel,outer_test,7
189,5410228145912,Tripel,outer_test,7
59,5425005660601,Blond,outer_test,7
224,5410228141884,Wheat,outer_test,7
176,5411858000183,West Flanders ale,outer_test,7
29,5410702000331,Saison,outer_test,7
81,8715608222557,Pils/Lager,outer_test,7
19,5425030060032,Amber,outer_test,7
2,5410228142003,Low/No alcohol,outer_test,7
63,701197206052,Amber,outer_test,7
135,5410908000029,Tripel,outer_test,7
237,5400000000008,Brown,outer_test,7
232,5411686700637,Kriek,outer_test,7
205,793573165763,Brut,outer_test,7
210,5413982001005,Amber,outer_test,7
94,5412186003013,Blond,outer_test,7
26,54125032,West Flanders ale,outer_test,7
211,5411223030050,Lambic,outer_test,7
121,5414239000093,Blond,outer_test,7
140,54050082,Tripel,outer_test,7
95,5412138303314,Christmas,outer_test,7
91,8711406995495,Strong ale,outer_test,7
61,5410702001314,Stout/Porter,outer_test,7
103,5425024150108,Stout/Porter,outer_test,7
216,5410228201076,Scotch,outer_test,7
97,5411676700005,Hoppy,outer_test,7
184,5412783055019,Fruitbeer,outer_test,7
167,5411858000077,Flanders old brown,outer_test,7
22,5411663001276,Wheat,outer_test,7
175,5410263013665,Strong ale,outer_test,7
102,5411911001768,Christmas,outer_test,7
194,5411098730307,Dubbel,outer_test,7
231,5425025390090,Stout/Porter,outer_test,7
50,5411223030043,Fruitbeer,outer_test,7
166,5425029020252,Saison,outer_test,7
49,5410228208358,Blond,outer_test,7
48,8711406995211,Dubbel,outer_test,7
221,5412896000067,Dubbel,outer_test,7
105,5425006700405,Strong ale,outer_test,7
25,54079014,Brown,outer_test,7
