beer,beer_id,tasting_category_fine,split,repeat,random_state
43,5041300503,Amber,train,1,20260228
63,701197206052,Amber,train,1,20260228
210,5413982001005,Amber,train,1,20260228
19,5425030060032,Amber,train,1,20260228
6,8711406031766,Amber,train,1,20260228
11,8718754310017,Amber,train,1,20260228
3,54055308,Blond,train,1,20260228
136,54085176,Blond,train,1,20260228
127,54138278,Blond,train,1,20260228
5,5400000000006,Blond,train,1,20260228
49,5410228208358,Blond,train,1,20260228
71,5410228218791,Blond,train,1,20260228
248,5410263015669,Blond,train,1,20260228
73,5410769100081,Blond,train,1,20260228
64,5410908000128,Blond,train,1,20260228
110,5411098730291,Blond,train,1,20260228
46,5411276200325,Blond,train,1,20260228
94,5412186003013,Blond,train,1,20260228
238,5412896000432,Blond,train,1,20260228
215,5413963100017,Blond,train,1,20260228
59,5425005660601,Blond,train,1,20260228
113,5425006700016,Blond,train,1,20260228
164,5425007658828,Blond,train,1,20260228
149,5425031010012,Blond,train,1,20260228
101,5425036450004,Blond,train,1,20260228
30,5430000043014,Blond,train,1,20260228
35,8711406995075,Blond,train,1,20260228
249,9120041150784,Blond,train,1,20260228
236,54107052,Brett/cofermented,train,1,20260228
203,5425017241164,Brett/cofermented,train,1,20260228
150,5425024150275,Brett/cofermented,train,1,20260228
222,5425029490055,Brett/cofermented,train,1,20260228
25,54079014,Brown,train,1,20260228
206,54085015,Brown,train,1,20260228
237,5400000000008,Brown,train,1,20260228
53,5411681037004,Brown,train,1,20260228
109,5412858000067,Brown,train,1,20260228
36,5412896000074,Brown,train,1,20260228
89,5412983140027,Brown,train,1,20260228
78,5425006240017,Brown,train,1,20260228
205,793573165763,Brut,train,1,20260228
192,5410693100324,Brut,train,1,20260228
1,5413970150111,Brut,train,1,20260228
38,541286000975,Christmas,train,1,20260228
13,5410228196600,Christmas,train,1,20260228
102,5411911001768,Christmas,train,1,20260228
95,5412138303314,Christmas,train,1,20260228
214,5425006240147,Christmas,train,1,20260228
60,5425029020078,Christmas,train,1,20260228
198,54079007,Dubbel,train,1,20260228
100,875213000082,Dubbel,train,1,20260228
16,5411098700003,Dubbel,train,1,20260228
194,5411098730307,Dubbel,train,1,20260228
107,5412343152332,Dubbel,train,1,20260228
174,5412583240356,Dubbel,train,1,20260228
48,8711406995211,Dubbel,train,1,20260228
151,5411516001491,Faro,train,1,20260228
74,5412783054012,Faro,train,1,20260228
190,875213000068,Flanders old brown,train,1,20260228
161,5411686700057,Flanders old brown,train,1,20260228
159,5411686700668,Flanders old brown,train,1,20260228
247,5411081000264,Fruitbeer,train,1,20260228
165,5411081000363,Fruitbeer,train,1,20260228
50,5411223030043,Fruitbeer,train,1,20260228
227,5411223030098,Fruitbeer,train,1,20260228
33,5425005660465,Fruitbeer,train,1,20260228
177,5425100322608,Fruitbeer,train,1,20260228
72,54121096,Hoppy,train,1,20260228
120,850413005204,Hoppy,train,1,20260228
114,5410769300085,Hoppy,train,1,20260228
213,5410783004099,Hoppy,train,1,20260228
9,5411081005368,Hoppy,train,1,20260228
65,5411283000017,Hoppy,train,1,20260228
97,5411676700005,Hoppy,train,1,20260228
169,5411676710004,Hoppy,train,1,20260228
31,5411681401164,Hoppy,train,1,20260228
80,5415152000313,Hoppy,train,1,20260228
27,5425036850019,Hoppy,train,1,20260228
39,5430000193009,Hoppy,train,1,20260228
54,549619093094,Kriek,train,1,20260228
241,608782666133,Kriek,train,1,20260228
138,5411223010557,Kriek,train,1,20260228
82,5411516002269,Kriek,train,1,20260228
24,5411656050212,Kriek,train,1,20260228
220,5412783053015,Kriek,train,1,20260228
153,5425007810806,Kriek,train,1,20260228
18,1882,Lambic,train,1,20260228
12,5410228141587,Lambic,train,1,20260228
211,5411223030050,Lambic,train,1,20260228
115,5411516001453,Lambic,train,1,20260228
144,5411516002306,Lambic,train,1,20260228
116,5411656051097,Lambic,train,1,20260228
21,5412783052247,Lambic,train,1,20260228
162,5425018070015,Lambic,train,1,20260228
141,5410228141174,Low/No alcohol,train,1,20260228
40,5410228141181,Low/No alcohol,train,1,20260228
155,5410228188704,Low/No alcohol,train,1,20260228
10,5410228202929,Low/No alcohol,train,1,20260228
223,5410228231325,Low/No alcohol,train,1,20260228
86,5410783031019,Low/No alcohol,train,1,20260228
90,54017016,Pils/Lager,train,1,20260228
185,54055001,Pils/Lager,train,1,20260228
218,54057142,Pils/Lager,train,1,20260228
209,54085107,Pils/Lager,train,1,20260228
230,5410228141235,Pils/Lager,train,1,20260228
119,5411831000742,Pils/Lager,train,1,20260228
124,5412186002658,Pils/Lager,train,1,20260228
81,8715608222557,Pils/Lager,train,1,20260228
132,5410702000379,Saison,train,1,20260228
183,5410702000805,Saison,train,1,20260228
242,5412138333311,Saison,train,1,20260228
145,5415152000450,Saison,train,1,20260228
20,5425005660205,Saison,train,1,20260228
58,5425024151210,Saison,train,1,20260228
166,5425029020252,Saison,train,1,20260228
146,54004009,Scotch,train,1,20260228
216,5410228201076,Scotch,train,1,20260228
233,5413023000264,Scotch,train,1,20260228
201,741360987296,Stout/Porter,train,1,20260228
61,5410702001314,Stout/Porter,train,1,20260228
173,5425005660809,Stout/Porter,train,1,20260228
212,5425006700054,Stout/Porter,train,1,20260228
103,5425024150108,Stout/Porter,train,1,20260228
123,5425026960018,Stout/Porter,train,1,20260228
202,5425029020047,Stout/Porter,train,1,20260228
188,8711406017487,Stout/Porter,train,1,20260228
52,8715951011112,Stout/Porter,train,1,20260228
134,54004238,Strong ale,train,1,20260228
4,54079021,Strong ale,train,1,20260228
186,112161945,Strong ale,train,1,20260228
148,5400000000012,Strong ale,train,1,20260228
175,5410263013665,Strong ale,train,1,20260228
37,5410908000036,Strong ale,train,1,20260228
51,5411081000523,Strong ale,train,1,20260228
196,5411551300818,Strong ale,train,1,20260228
225,5411663002600,Strong ale,train,1,20260228
226,5412186000715,Strong ale,train,1,20260228
99,5413970140396,Strong ale,train,1,20260228
105,5425006700405,Strong ale,train,1,20260228
117,9120041150678,Strong ale,train,1,20260228
140,54050082,Tripel,train,1,20260228
239,54055049,Tripel,train,1,20260228
15,54079045,Tripel,train,1,20260228
68,9999999999,Tripel,train,1,20260228
57,5410228141921,Tripel,train,1,20260228
189,5410228145912,Tripel,train,1,20260228
240,5410783004594,Tripel,train,1,20260228
135,5410908000029,Tripel,train,1,20260228
69,5411081000332,Tripel,train,1,20260228
23,5411681014005,Tripel,train,1,20260228
147,5412107000466,Tripel,train,1,20260228
245,5412186000098,Tripel,train,1,20260228
47,5412583240363,Tripel,train,1,20260228
66,5413977000037,Tripel,train,1,20260228
204,5425006240024,Tripel,train,1,20260228
217,5425006241687,Tripel,train,1,20260228
93,5425006700139,Tripel,train,1,20260228
17,5425014687019,Tripel,train,1,20260228
163,5425017240457,Tripel,train,1,20260228
157,5425024150107,Tripel,train,1,20260228
200,54125001,West Flanders ale,train,1,20260228
26,54125032,West Flanders ale,train,1,20260228
178,620670293948,West Flanders ale,train,1,20260228
84,5411516000517,West Flanders ale,train,1,20260228
244,5413784109060,West Flanders ale,train,1,20260228
160,54055438,Wheat,train,1,20260228
224,5410228141884,Wheat,train,1,20260228
152,5410702001307,Wheat,train,1,20260228
44,5411633250055,Wheat,train,1,20260228
22,5411663001276,Wheat,train,1,20260228
172,5411681400310,Wheat,train,1,20260228
243,5412138802510,Wheat,train,1,20260228
197,5412896000111,Wheat,train,1,20260228
