beer,beer_id,tasting_category_fine,split,repeat,random_state
202,5425029020047,Stout/Porter,train,8,20260235
52,8715951011112,Stout/Porter,train,8,20260235
134,54004238,Strong ale,train,8,20260235
186,112161945,Strong ale,train,8,20260235
148,5400000000012,Strong ale,train,8,20260235
37,5410908000036,Strong ale,train,8,20260235
196,5411551300818,Strong ale,train,8,20260235
225,5411663002600,Strong ale,train,8,20260235
170,5411663002716,Strong ale,train,8,20260235
104,5412858000081,Strong ale,train,8,20260235
235,5412858000104,Strong ale,train,8,20260235
133,5412896000081,Strong ale,train,8,20260235
99,5413970140396,Strong ale,train,8,20260235
105,5425006700405,Strong ale,train,8,20260235
91,8711406995495,Strong ale,train,8,20260235
140,54050082,Tripel,train,8,20260235
239,54055049,Tripel,train,8,20260235
15,54079045,Tripel,train,8,20260235
85,54112018,Tripel,train,8,20260235
57,5410228141921,Tripel,train,8,20260235
189,5410228145912,Tripel,train,8,20260235
240,5410783004594,Tripel,train,8,20260235
69,5411081000332,Tripel,train,8,20260235
228,5411663002945,Tripel,train,8,20260235
23,5411681014005,Tripel,train,8,20260235
34,5411681038001,Tripel,train,8,20260235
199,5411858000145,Tripel,train,8,20260235
147,5412107000466,Tripel,train,8,20260235
245,5412186000098,Tripel,train,8,20260235
45,5412343201337,Tripel,train,8,20260235
66,5413977000037,Tripel,train,8,20260235
204,5425006240024,Tripel,train,8,20260235
163,5425017240457,Tripel,train,8,20260235
157,5425024150107,Tripel,train,8,20260235
171,5425033240028,Tripel,train,8,20260235
26,54125032,West Flanders ale,train,8,20260235
118,5411364151119,West Flanders ale,train,8,20260235
84,5411516000517,West Flanders ale,train,8,20260235
176,5411858000183,West Flanders ale,train,8,20260235
244,5413784109060,West Flanders ale,train,8,20260235
160,54055438,Wheat,train,8,20260235
142,54112087,Wheat,train,8,20260235
152,5410702001307,Wheat,train,8,20260235
44,5411633250055,Wheat,train,8,20260235
22,5411663001276,Wheat,train,8,20260235
172,5411681400310,Wheat,train,8,20260235
243,5412138802510,Wheat,train,8,20260235
195,8711406995631,Wheat,train,8,20260235
