beer,beer_id,tasting_category_fine,split,repeat,random_state
191,5411098700010,Tripel,train,7,20260234
228,5411663002945,Tripel,train,7,20260234
23,5411681014005,Tripel,train,7,20260234
34,5411681038001,Tripel,train,7,20260234
147,5412107000466,Tripel,train,7,20260234
245,5412186000098,Tripel,train,7,20260234
45,5412343201337,Tripel,train,7,20260234
47,5412583240363,Tripel,train,7,20260234
66,5413977000037,Tripel,train,7,20260234
217,5425006241687,Tripel,train,7,20260234
93,5425006700139,Tripel,train,7,20260234
17,5425014687019,Tripel,train,7,20260234
163,5425017240457,Tripel,train,7,20260234
157,5425024150107,Tripel,train,7,20260234
200,54125001,West Flanders ale,train,7,20260234
26,54125032,West Flanders ale,train,7,20260234
84,5411516000517,West Flanders ale,train,7,20260234
176,5411858000183,West Flanders ale,train,7,20260234
244,5413784109060,West Flanders ale,train,7,20260234
160,54055438,Wheat,train,7,20260234
208,54079052,Wheat,train,7,20260234
142,54112087,Wheat,train,7,20260234
224,5410228141884,Wheat,train,7,20260234
44,5411633250055,Wheat,train,7,20260234
22,5411663001276,Wheat,train,7,20260234
243,5412138802510,Wheat,train,7,20260234
195,8711406995631,Wheat,train,7,20260234
