beer,beer_id,tasting_category_fine,split,repeat,random_state
187,5425017240075,Dubbel,train,4,20260231
151,5411516001491,Faro,train,4,20260231
74,5412783054012,Faro,train,4,20260231
179,5411081004736,Flanders old brown,train,4,20260231
159,5411686700668,Flanders old brown,train,4,20260231
167,5411858000077,Flanders old brown,train,4,20260231
247,5411081000264,Fruitbeer,train,4,20260231
165,5411081000363,Fruitbeer,train,4,20260231
50,5411223030043,Fruitbeer,train,4,20260231
227,5411223030098,Fruitbeer,train,4,20260231
33,5425005660465,Fruitbeer,train,4,20260231
177,5425100322608,Fruitbeer,train,4,20260231
72,54121096,Hoppy,train,4,20260231
120,850413005204,Hoppy,train,4,20260231
143,5410228225928,Hoppy,train,4,20260231
114,5410769300085,Hoppy,train,4,20260231
9,5411081005368,Hoppy,train,4,20260231
65,5411283000017,Hoppy,train,4,20260231
97,5411676700005,Hoppy,train,4,20260231
169,5411676710004,Hoppy,train,4,20260231
31,5411681401164,Hoppy,train,4,20260231
55,5425023990698,Hoppy,train,4,20260231
79,5425029020054,Hoppy,train,4,20260231
27,5425036850019,Hoppy,train,4,20260231
54,549619093094,Kriek,train,4,20260231
241,608782666133,Kriek,train,4,20260231
156,5410228193371,Kriek,train,4,20260231
88,5411081003654,Kriek,train,4,20260231
24,5411656050212,Kriek,train,4,20260231
232,5411686700637,Kriek,train,4,20260231
153,5425007810806,Kriek,train,4,20260231
18,1882,Lambic,train,4,20260231
12,5410228141587,Lambic,train,4,20260231
42,5411024000047,Lambic,train,4,20260231
211,5411223030050,Lambic,train,4,20260231
115,5411516001453,Lambic,train,4,20260231
41,5411656010315,Lambic,train,4,20260231
75,5412783052018,Lambic,train,4,20260231
21,5412783052247,Lambic,train,4,20260231
83,54055520,Low/No alcohol,train,4,20260231
141,5410228141174,Low/No alcohol,train,4,20260231
40,5410228141181,Low/No alcohol,train,4,20260231
10,5410228202929,Low/No alcohol,train,4,20260231
223,5410228231325,Low/No alcohol,train,4,20260231
86,5410783031019,Low/No alcohol,train,4,20260231
90,54017016,Pils/Lager,train,4,20260231
185,54055001,Pils/Lager,train,4,20260231
218,54057142,Pils/Lager,train,4,20260231
209,54085107,Pils/Lager,train,4,20260231
230,5410228141235,Pils/Lager,train,4,20260231
96,5411681080000,Pils/Lager,train,4,20260231
124,5412186002658,Pils/Lager,train,4,20260231
28,5425036580008,Pils/Lager,train,4,20260231
132,5410702000379,Saison,train,4,20260231
183,5410702000805,Saison,train,4,20260231
242,5412138333311,Saison,train,4,20260231
20,5425005660205,Saison,train,4,20260231
58,5425024151210,Saison,train,4,20260231
7,5425025910809,Saison,train,4,20260231
166,5425029020252,Saison,train,4,20260231
216,5410228201076,Scotch,train,4,20260231
168,5410263060034,Scotch,train,4,20260231
131,5410769200088,Scotch,train,4,20260231
201,741360987296,Stout/Porter,train,4,20260231
87,5412896001507,Stout/Porter,train,4,20260231
173,5425005660809,Stout/Porter,train,4,20260231
212,5425006700054,Stout/Porter,train,4,20260231
67,5425026610197,Stout/Porter,train,4,20260231
182,5425028290311,Stout/Porter,train,4,20260231
202,5425029020047,Stout/Porter,train,4,20260231
188,8711406017487,Stout/Porter,train,4,20260231
52,8715951011112,Stout/Porter,train,4,20260231
148,5400000000012,Strong ale,train,4,20260231
37,5410908000036,Strong ale,train,4,20260231
51,5411081000523,Strong ale,train,4,20260231
196,5411551300818,Strong ale,train,4,20260231
170,5411663002716,Strong ale,train,4,20260231
226,5412186000715,Strong ale,train,4,20260231
104,5412858000081,Strong ale,train,4,20260231
235,5412858000104,Strong ale,train,4,20260231
133,5412896000081,Strong ale,train,4,20260231
99,5413970140396,Strong ale,train,4,20260231
105,5425006700405,Strong ale,train,4,20260231
91,8711406995495,Strong ale,train,4,20260231
117,9120041150678,Strong ale,train,4,20260231
140,54050082,Tripel,train,4,20260231
15,54079045,Tripel,train,4,20260231
85,54112018,Tripel,train,4,20260231
240,5410783004594,Tripel,train,4,20260231
135,5410908000029,Tripel,train,4,20260231
191,5411098700010,Tripel,train,4,20260231
228,5411663002945,Tripel,train,4,20260231
34,5411681038001,Tripel,train,4,20260231
199,5411858000145,Tripel,train,4,20260231
147,5412107000466,Tripel,train,4,20260231
245,5412186000098,Tripel,train,4,20260231
45,5412343201337,Tripel,train,4,20260231
66,5413977000037,Tripel,train,4,20260231
204,5425006240024,Tripel,train,4,20260231
217,5425006241687,Tripel,train,4,20260231
17,5425014687019,Tripel,train,4,20260231
163,5425017240457,Tripel,train,4,20260231
157,5425024150107,Tripel,train,4,20260231
154,5425029490017,Tripel,train,4,20260231
171,5425033240028,Tripel,train,4,20260231
200,54125001,West Flanders ale,train,4,20260231
118,5411364151119,West Flanders ale,train,4,20260231
84,5411516000517,West Flanders ale,train,4,20260231
176,5411858000183,West Flanders ale,train,4,20260231
244,5413784109060,West Flanders ale,train,4,20260231
160,54055438,Wheat,train,4,20260231
208,54079052,Wheat,train,4,20260231
142,54112087,Wheat,train,4,20260231
229,62067029172,Wheat,train,4,20260231
224,5410228141884,Wheat,train,4,20260231
22,5411663001276,Wheat,train,4,20260231
197,5412896000111,Wheat,train,4,20260231
195,8711406995631,Wheat,train,4,20260231
