beer,beer_id,tasting_category_fine,split,repeat,random_state
46,5411276200325,Blond,train,3,20260230
94,5412186003013,Blond,train,3,20260230
76,5412583240837,Blond,train,3,20260230
238,5412896000432,Blond,train,3,20260230
215,5413963100017,Blond,train,3,20260230
125,5413963300011,Blond,train,3,20260230
59,5425005660601,Blond,train,3,20260230
113,5425006700016,Blond,train,3,20260230
164,5425007658828,Blond,train,3,20260230
101,5425036450004,Blond,train,3,20260230
77,8711406023563,Blond,train,3,20260230
35,8711406995075,Blond,train,3,20260230
249,9120041150784,Blond,train,3,20260230
236,54107052,Brett/cofermented,train,3,20260230
203,5425017241164,Brett/cofermented,train,3,20260230
150,5425024150275,Brett/cofermented,train,3,20260230
122,5425029020191,Brett/cofermented,train,3,20260230
98,54055315,Brown,train,3,20260230
25,54079014,Brown,train,3,20260230
206,54085015,Brown,train,3,20260230
129,5410228146162,Brown,train,3,20260230
109,5412858000067,Brown,train,3,20260230
89,5412983140027,Brown,train,3,20260230
78,5425006240017,Brown,train,3,20260230
108,5425007658880,Brown,train,3,20260230
205,793573165763,Brut,train,3,20260230
192,5410693100324,Brut,train,3,20260230
1,5413970150111,Brut,train,3,20260230
38,541286000975,Christmas,train,3,20260230
180,5411633330047,Christmas,train,3,20260230
181,5412896532032,Christmas,train,3,20260230
106,5413977000044,Christmas,train,3,20260230
214,5425006240147,Christmas,train,3,20260230
60,5425029020078,Christmas,train,3,20260230
198,54079007,Dubbel,train,3,20260230
16,5411098700003,Dubbel,train,3,20260230
194,5411098730307,Dubbel,train,3,20260230
111,5411276100540,Dubbel,train,3,20260230
174,5412583240356,Dubbel,train,3,20260230
221,5412896000067,Dubbel,train,3,20260230
48,8711406995211,Dubbel,train,3,20260230
250,5411223030067,Faro,train,3,20260230
74,5412783054012,Faro,train,3,20260230
190,875213000068,Flanders old brown,train,3,20260230
161,5411686700057,Flanders old brown,train,3,20260230
159,5411686700668,Flanders old brown,train,3,20260230
247,5411081000264,Fruitbeer,train,3,20260230
50,5411223030043,Fruitbeer,train,3,20260230
227,5411223030098,Fruitbeer,train,3,20260230
184,5412783055019,Fruitbeer,train,3,20260230
33,5425005660465,Fruitbeer,train,3,20260230
177,5425100322608,Fruitbeer,train,3,20260230
72,54121096,Hoppy,train,3,20260230
143,5410228225928,Hoppy,train,3,20260230
114,5410769300085,Hoppy,train,3,20260230
9,5411081005368,Hoppy,train,3,20260230
97,5411676700005,Hoppy,train,3,20260230
169,5411676710004,Hoppy,train,3,20260230
31,5411681401164,Hoppy,train,3,20260230
219,5411681401775,Hoppy,train,3,20260230
8,5425006241304,Hoppy,train,3,20260230
55,5425023990698,Hoppy,train,3,20260230
27,5425036850019,Hoppy,train,3,20260230
39,5430000193009,Hoppy,train,3,20260230
54,549619093094,Kriek,train,3,20260230
241,608782666133,Kriek,train,3,20260230
138,5411223010557,Kriek,train,3,20260230
24,5411656050212,Kriek,train,3,20260230
232,5411686700637,Kriek,train,3,20260230
220,5412783053015,Kriek,train,3,20260230
153,5425007810806,Kriek,train,3,20260230
18,1882,Lambic,train,3,20260230
12,5410228141587,Lambic,train,3,20260230
42,5411024000047,Lambic,train,3,20260230
211,5411223030050,Lambic,train,3,20260230
116,5411656051097,Lambic,train,3,20260230
75,5412783052018,Lambic,train,3,20260230
21,5412783052247,Lambic,train,3,20260230
162,5425018070015,Lambic,train,3,20260230
83,54055520,Low/No alcohol,train,3,20260230
141,5410228141174,Low/No alcohol,train,3,20260230
2,5410228142003,Low/No alcohol,train,3,20260230
155,5410228188704,Low/No alcohol,train,3,20260230
10,5410228202929,Low/No alcohol,train,3,20260230
223,5410228231325,Low/No alcohol,train,3,20260230
185,54055001,Pils/Lager,train,3,20260230
218,54057142,Pils/Lager,train,3,20260230
230,5410228141235,Pils/Lager,train,3,20260230
139,5410228142027,Pils/Lager,train,3,20260230
96,5411681080000,Pils/Lager,train,3,20260230
119,5411831000742,Pils/Lager,train,3,20260230
28,5425036580008,Pils/Lager,train,3,20260230
81,8715608222557,Pils/Lager,train,3,20260230
183,5410702000805,Saison,train,3,20260230
242,5412138333311,Saison,train,3,20260230
56,5413963600012,Saison,train,3,20260230
20,5425005660205,Saison,train,3,20260230
58,5425024151210,Saison,train,3,20260230
7,5425025910809,Saison,train,3,20260230
166,5425029020252,Saison,train,3,20260230
146,54004009,Scotch,train,3,20260230
168,5410263060034,Scotch,train,3,20260230
131,5410769200088,Scotch,train,3,20260230
201,741360987296,Stout/Porter,train,3,20260230
61,5410702001314,Stout/Porter,train,3,20260230
173,5425005660809,Stout/Porter,train,3,20260230
212,5425006700054,Stout/Porter,train,3,20260230
103,5425024150108,Stout/Porter,train,3,20260230
231,5425025390090,Stout/Porter,train,3,20260230
67,5425026610197,Stout/Porter,train,3,20260230
123,5425026960018,Stout/Porter,train,3,20260230
188,8711406017487,Stout/Porter,train,3,20260230
134,54004238,Strong ale,train,3,20260230
4,54079021,Strong ale,train,3,20260230
148,5400000000012,Strong ale,train,3,20260230
175,5410263013665,Strong ale,train,3,20260230
37,5410908000036,Strong ale,train,3,20260230
196,5411551300818,Strong ale,train,3,20260230
225,5411663002600,Strong ale,train,3,20260230
170,5411663002716,Strong ale,train,3,20260230
226,5412186000715,Strong ale,train,3,20260230
235,5412858000104,Strong ale,train,3,20260230
99,5413970140396,Strong ale,train,3,20260230
105,5425006700405,Strong ale,train,3,20260230
91,8711406995495,Strong ale,train,3,20260230
140,54050082,Tripel,train,3,20260230
239,54055049,Tripel,train,3,20260230
15,54079045,Tripel,train,3,20260230
68,9999999999,Tripel,train,3,20260230
57,5410228141921,Tripel,train,3,20260230
189,5410228145912,Tripel,train,3,20260230
240,5410783004594,Tripel,train,3,20260230
135,5410908000029,Tripel,train,3,20260230
69,5411081000332,Tripel,train,3,20260230
191,5411098700010,Tripel,train,3,20260230
228,5411663002945,Tripel,train,3,20260230
34,5411681038001,Tripel,train,3,20260230
45,5412343201337,Tripel,train,3,20260230
47,5412583240363,Tripel,train,3,20260230
204,5425006240024,Tripel,train,3,20260230
217,5425006241687,Tripel,train,3,20260230
163,5425017240457,Tripel,train,3,20260230
157,5425024150107,Tripel,train,3,20260230
154,5425029490017,Tripel,train,3,20260230
171,5425033240028,Tripel,train,3,20260230
200,54125001,West Flanders ale,train,3,20260230
26,54125032,West Flanders ale,train,3,20260230
178,620670293948,West Flanders ale,train,3,20260230
118,5411364151119,West Flanders ale,train,3,20260230
84,5411516000517,West Flanders ale,train,3,20260230
160,54055438,Wheat,train,3,20260230
142,54112087,Wheat,train,3,20260230
229,62067029172,Wheat,train,3,20260230
152,5410702001307,Wheat,train,3,20260230
44,5411633250055,Wheat,train,3,20260230
172,5411681400310,Wheat,train,3,20260230
243,5412138802510,Wheat,train,3,20260230
197,5412896000111,Wheat,train,3,20260230
