beer,beer_id,tasting_category_fine,part,fold
52,8715951011112,Stout/Porter,fold_train,1
77,8711406023563,Blond,fold_train,1
79,5425029020054,Hoppy,fold_train,1
183,5410702000805,Saison,fold_train,1
244,5413784109060,West Flanders ale,fold_train,1
17,5425014687019,Tripel,fold_train,1
170,5411663002716,Strong ale,fold_train,1
20,5425005660205,Saison,fold_train,1
207,5411223030036,Fruitbeer,fold_train,1
34,5411681038001,Tripel,fold_train,1
238,5412896000432,Blond,fold_train,1
223,5410228231325,Low/No alcohol,fold_train,1
72,54121096,Hoppy,fold_train,1
6,8711406031766,Amber,fold_train,1
24,5411656050212,Kriek,fold_train,1
116,5411656051097,Lambic,fold_train,1
136,54085176,Blond,fold_train,1
23,5411681014005,Tripel,fold_train,1
7,5425025910809,Saison,fold_train,1
152,5410702001307,Wheat,fold_train,1
150,5425024150275,Brett/cofermented,fold_train,1
58,5425024151210,Saison,fold_train,1
178,620670293948,West Flanders ale,fold_train,1
28,5425036580008,Pils/Lager,fold_train,1
172,5411681400310,Wheat,fold_train,1
248,5410263015669,Blond,fold_train,1
69,5411081000332,Tripel,fold_train,1
145,5415152000450,Saison,fold_train,1
115,5411516001453,Lambic,fold_train,1
188,8711406017487,Stout/Porter,fold_train,1
44,5411633250055,Wheat,fold_train,1
132,5410702000379,Saison,fold_train,1
196,5411551300818,Strong ale,fold_train,1
169,5411676710004,Hoppy,fold_train,1
67,5425026610197,Stout/Porter,fold_train,1
171,5425033240028,Tripel,fold_train,1
158,54107014,Amber,fold_train,1
129,5410228146162,Brown,fold_train,1
186,112161945,Strong ale,fold_train,1
203,5425017241164,Brett/cofermented,fold_train,1
206,54085015,Brown,fold_train,1
130,5425025910410,Brut,fold_train,1
155,5410228188704,Low/No alcohol,fold_train,1
153,5425007810806,Kriek,fold_train,1
161,5411686700057,Flanders old brown,fold_train,1
197,5412896000111,Wheat,fold_train,1
225,5411663002600,Strong ale,fold_train,1
30,5430000043014,Blond,fold_train,1
122,5425029020191,Brett/cofermented,fold_train,1
126,54085060,Amber,fold_train,1
139,5410228142027,Pils/Lager,fold_train,1
38,541286000975,Christmas,fold_train,1
195,8711406995631,Wheat,fold_train,1
36,5412896000074,Brown,fold_train,1
8,5425006241304,Hoppy,fold_train,1
235,5412858000104,Strong ale,fold_train,1
98,54055315,Brown,fold_train,1
108,5425007658880,Brown,fold_train,1
110,5411098730291,Blond,fold_train,1
157,5425024150107,Tripel,fold_train,1
174,5412583240356,Dubbel,fold_train,1
198,54079007,Dubbel,fold_train,1
85,54112018,Tripel,fold_train,1
249,9120041150784,Blond,fold_train,1
162,5425018070015,Lambic,fold_val,1
199,5411858000145,Tripel,fold_val,1
245,5412186000098,Tripel,fold_val,1
78,5425006240017,Brown,fold_val,1
27,5425036850019,Hoppy,fold_val,1
57,5410228141921,Tripel,fold_val,1
86,5410783031019,Low/No alcohol,fold_val,1
4,54079021,Strong ale,fold_val,1
55,5425023990698,Hoppy,fold_val,1
127,54138278,Blond,fold_val,1
101,5425036450004,Blond,fold_val,1
33,5425005660465,Fruitbeer,fold_val,1
192,5410693100324,Brut,fold_val,1
3,54055308,Blond,fold_val,1
37,5410908000036,Strong ale,fold_val,1
21,5412783052247,Lambic,fold_val,1
148,5400000000012,Strong ale,fold_val,1
247,5411081000264,Fruitbeer,fold_val,1
250,5411223030067,Faro,outer_test,1
9,5411081005368,Hoppy,outer_test,1
228,5411663002945,Tripel,outer_test,1
14,54040014,Brett/cofermented,outer_test,1
180,5411633330047,Christmas,outer_test,1
42,5411024000047,Lambic,outer_test,1
114,5410769300085,Hoppy,outer_test,1
70,54085190,Blond,outer_test,1
243,5412138802510,Wheat,outer_test,1
88,5411081003654,Kriek,outer_test,1
193,5411098700034,Blond,outer_test,1
117,9120041150678,Strong ale,outer_test,1
160,54055438,Wheat,outer_test,1
236,54107052,Brett/cofermented,outer_test,1
134,54004238,Strong ale,outer_test,1
66,5413977000037,Tripel,outer_test,1
41,5411656010315,Lambic,outer_test,1
68,9999999999,Tripel,outer_test,1
47,5412583240363,Tripel,outer_test,1
113,5425006700016,Blond,outer_test,1
83,54055520,Low/No alcohol,outer_test,1
43,5041300503,Amber,outer_test,1
156,5410228193371,Kriek,outer_test,1
90,54017016,Pils/Lager,outer_test,1
109,5412858000067,Brown,outer_test,1
64,5410908000128,Blond,outer_test,1
242,5412138333311,Saison,outer_test,1
230,5410228141235,Pils/Lager,outer_test,1
112,5410908000012,Brown,outer_test,1
143,5410228225928,Hoppy,outer_test,1
159,5411686700668,Flanders old brown,outer_test,1
146,54004009,Scotch,outer_test,1
125,5413963300011,Blond,outer_test,1
202,5425029020047,Stout/Porter,outer_test,1
213,5410783004099,Hoppy,outer_test,1
240,5410783004594,Tripel,outer_test,1
189,5410228145912,Tripel,outer_test,1
59,5425005660601,Blond,outer_test,1
224,5410228141884,Wheat,outer_test,1
176,5411858000183,West Flanders ale,outer_test,1
29,5410702000331,Saison,outer_test,1
81,8715608222557,Pils/Lager,outer_test,1
19,5425030060032,Amber,outer_test,1
2,5410228142003,Low/No alcohol,outer_test,1
63,701197206052,Amber,outer_test,1
135,5410908000029,Tripel,outer_test,1
237,5400000000008,Brown,outer_test,1
232,5411686700637,Kriek,outer_test,1
205,793573165763,Brut,outer_test,1
210,5413982001005,Amber,outer_test,1
94,5412186003013,Blond,outer_test,1
26,54125032,West Flanders ale,outer_test,1
211,5411223030050,Lambic,outer_test,1
121,5414239000093,Blond,outer_test,1
140,54050082,Tripel,outer_test,1
95,5412138303314,Christmas,outer_test,1
91,8711406995495,Strong ale,outer_test,1
61,5410702001314,Stout/Porter,outer_test,1
103,5425024150108,Stout/Porter,outer_test,1
216,5410228201076,Scotch,outer_test,1
97,5411676700005,Hoppy,outer_test,1
184,5412783055019,Fruitbeer,outer_test,1
167,5411858000077,Flanders old brown,outer_test,1
22,5411663001276,Wheat,outer_test,1
175,5410263013665,Strong ale,outer_test,1
102,5411911001768,Christmas,outer_test,1
194,5411098730307,Dubbel,outer_test,1
231,5425025390090,Stout/Porter,outer_test,1
50,5411223030043,Fruitbeer,outer_test,1
166,5425029020252,Saison,outer_test,1
49,5410228208358,Blond,outer_test,1
48,8711406995211,Dubbel,outer_test,1
221,5412896000067,Dubbel,outer_test,1
105,5425006700405,Strong ale,outer_test,1
25,54079014,Brown,outer_test,1
