beer,beer_id,tasting_category_fine,split,repeat,random_state
97,5411676700005,Hoppy,train,10,20260237
169,5411676710004,Hoppy,train,10,20260237
31,5411681401164,Hoppy,train,10,20260237
219,5411681401775,Hoppy,train,10,20260237
80,5415152000313,Hoppy,train,10,20260237
8,5425006241304,Hoppy,train,10,20260237
55,5425023990698,Hoppy,train,10,20260237
79,5425029020054,Hoppy,train,10,20260237
39,5430000193009,Hoppy,train,10,20260237
54,549619093094,Kriek,train,10,20260237
241,608782666133,Kriek,train,10,20260237
88,5411081003654,Kriek,train,10,20260237
138,5411223010557,Kriek,train,10,20260237
82,5411516002269,Kriek,train,10,20260237
24,5411656050212,Kriek,train,10,20260237
220,5412783053015,Kriek,train,10,20260237
18,1882,Lambic,train,10,20260237
42,5411024000047,Lambic,train,10,20260237
211,5411223030050,Lambic,train,10,20260237
115,5411516001453,Lambic,train,10,20260237
144,5411516002306,Lambic,train,10,20260237
41,5411656010315,Lambic,train,10,20260237
75,5412783052018,Lambic,train,10,20260237
21,5412783052247,Lambic,train,10,20260237
141,5410228141174,Low/No alcohol,train,10,20260237
40,5410228141181,Low/No alcohol,train,10,20260237
2,5410228142003,Low/No alcohol,train,10,20260237
155,5410228188704,Low/No alcohol,train,10,20260237
10,5410228202929,Low/No alcohol,train,10,20260237
223,5410228231325,Low/No alcohol,train,10,20260237
185,54055001,Pils/Lager,train,10,20260237
209,54085107,Pils/Lager,train,10,20260237
230,5410228141235,Pils/Lager,train,10,20260237
139,5410228142027,Pils/Lager,train,10,20260237
96,5411681080000,Pils/Lager,train,10,20260237
119,5411831000742,Pils/Lager,train,10,20260237
124,5412186002658,Pils/Lager,train,10,20260237
28,5425036580008,Pils/Lager,train,10,20260237
29,5410702000331,Saison,train,10,20260237
132,5410702000379,Saison,train,10,20260237
56,5413963600012,Saison,train,10,20260237
145,5415152000450,Saison,train,10,20260237
58,5425024151210,Saison,train,10,20260237
7,5425025910809,Saison,train,10,20260237
166,5425029020252,Saison,train,10,20260237
146,54004009,Scotch,train,10,20260237
216,5410228201076,Scotch,train,10,20260237
168,5410263060034,Scotch,train,10,20260237
61,5410702001314,Stout/Porter,train,10,20260237
87,5412896001507,Stout/Porter,train,10,20260237
212,5425006700054,Stout/Porter,train,10,20260237
103,5425024150108,Stout/Porter,train,10,20260237
231,5425025390090,Stout/Porter,train,10,20260237
67,5425026610197,Stout/Porter,train,10,20260237
182,5425028290311,Stout/Porter,train,10,20260237
202,5425029020047,Stout/Porter,train,10,20260237
52,8715951011112,Stout/Porter,train,10,20260237
134,54004238,Strong ale,train,10,20260237
4,54079021,Strong ale,train,10,20260237
186,112161945,Strong ale,train,10,20260237
175,5410263013665,Strong ale,train,10,20260237
37,5410908000036,Strong ale,train,10,20260237
196,5411551300818,Strong ale,train,10,20260237
225,5411663002600,Strong ale,train,10,20260237
170,5411663002716,Strong ale,train,10,20260237
226,5412186000715,Strong ale,train,10,20260237
104,5412858000081,Strong ale,train,10,20260237
133,5412896000081,Strong ale,train,10,20260237
99,5413970140396,Strong ale,train,10,20260237
105,5425006700405,Strong ale,train,10,20260237
140,54050082,Tripel,train,10,20260237
239,54055049,Tripel,train,10,20260237
15,54079045,Tripel,train,10,20260237
85,54112018,Tripel,train,10,20260237
68,9999999999,Tripel,train,10,20260237
191,5411098700010,Tripel,train,10,20260237
228,5411663002945,Tripel,train,10,20260237
34,5411681038001,Tripel,train,10,20260237
199,5411858000145,Tripel,train,10,20260237
147,5412107000466,Tripel,train,10,20260237
245,5412186000098,Tripel,train,10,20260237
45,5412343201337,Tripel,train,10,20260237
66,5413977000037,Tripel,train,10,20260237
204,5425006240024,Tripel,train,10,20260237
217,5425006241687,Tripel,train,10,20260237
93,5425006700139,Tripel,train,10,20260237
163,5425017240457,Tripel,train,10,20260237
157,5425024150107,Tripel,train,10,20260237
154,5425029490017,Tripel,train,10,20260237
171,5425033240028,Tripel,train,10,20260237
200,54125001,West Flanders ale,train,10,20260237
26,54125032,West Flanders ale,train,10,20260237
178,620670293948,West Flanders ale,train,10,20260237
118,5411364151119,West Flanders ale,train,10,20260237
84,5411516000517,West Flanders ale,train,10,20260237
160,54055438,Wheat,train,10,20260237
208,54079052,Wheat,train,10,20260237
142,54112087,Wheat,train,10,20260237
229,62067029172,Wheat,train,10,20260237
224,5410228141884,Wheat,train,10,20260237
22,5411663001276,Wheat,train,10,20260237
243,5412138802510,Wheat,train,10,20260237
195,8711406995631,Wheat,train,10,20260237
