beer,beer_id,tasting_category_fine,split,repeat,random_state
20,5425005660205,Saison,test,5,20260232
131,5410769200088,Scotch,test,5,20260232
233,5413023000264,Scotch,test,5,20260232
87,5412896001507,Stout/Porter,test,5,20260232
67,5425026610197,Stout/Porter,test,5,20260232
123,5425026960018,Stout/Porter,test,5,20260232
202,5425029020047,Stout/Porter,test,5,20260232
4,54079021,Strong ale,test,5,20260232
186,112161945,Strong ale,test,5,20260232
175,5410263013665,Strong ale,test,5,20260232
37,5410908000036,Strong ale,test,5,20260232
225,5411663002600,Strong ale,test,5,20260232
85,54112018,Tripel,test,5,20260232
191,5411098700010,Tripel,test,5,20260232
23,5411681014005,Tripel,test,5,20260232
199,5411858000145,Tripel,test,5,20260232
17,5425014687019,Tripel,test,5,20260232
157,5425024150107,Tripel,test,5,20260232
154,5425029490017,Tripel,test,5,20260232
171,5425033240028,Tripel,test,5,20260232
200,54125001,West Flanders ale,test,5,20260232
118,5411364151119,West Flanders ale,test,5,20260232
208,54079052,Wheat,test,5,20260232
224,5410228141884,Wheat,test,5,20260232
152,5410702001307,Wheat,test,5,20260232
243,5412138802510,Wheat,test,5,20260232
32,54050051,Amber,train,5,20260232
158,54107014,Amber,train,5,20260232
43,5041300503,Amber,train,5,20260232
63,701197206052,Amber,train,5,20260232
19,5425030060032,Amber,train,5,20260232
6,8711406031766,Amber,train,5,20260232
11,8718754310017,Amber,train,5,20260232
92,9120041150685,Amber,train,5,20260232
136,54085176,Blond,train,5,20260232
127,54138278,Blond,train,5,20260232
62,5410228134879,Blond,train,5,20260232
73,5410769100081,Blond,train,5,20260232
246,5410783001432,Blond,train,5,20260232
64,5410908000128,Blond,train,5,20260232
193,5411098700034,Blond,train,5,20260232
110,5411098730291,Blond,train,5,20260232
46,5411276200325,Blond,train,5,20260232
94,5412186003013,Blond,train,5,20260232
76,5412583240837,Blond,train,5,20260232
238,5412896000432,Blond,train,5,20260232
215,5413963100017,Blond,train,5,20260232
121,5414239000093,Blond,train,5,20260232
59,5425005660601,Blond,train,5,20260232
113,5425006700016,Blond,train,5,20260232
164,5425007658828,Blond,train,5,20260232
149,5425031010012,Blond,train,5,20260232
101,5425036450004,Blond,train,5,20260232
77,8711406023563,Blond,train,5,20260232
35,8711406995075,Blond,train,5,20260232
249,9120041150784,Blond,train,5,20260232
236,54107052,Brett/cofermented,train,5,20260232
203,5425017241164,Brett/cofermented,train,5,20260232
122,5425029020191,Brett/cofermented,train,5,20260232
222,5425029490055,Brett/cofermented,train,5,20260232
237,5400000000008,Brown,train,5,20260232
129,5410228146162,Brown,train,5,20260232
112,5410908000012,Brown,train,5,20260232
53,5411681037004,Brown,train,5,20260232
109,5412858000067,Brown,train,5,20260232
36,5412896000074,Brown,train,5,20260232
89,5412983140027,Brown,train,5,20260232
108,5425007658880,Brown,train,5,20260232
205,793573165763,Brut,train,5,20260232
192,5410693100324,Brut,train,5,20260232
1,5413970150111,Brut,train,5,20260232
38,541286000975,Christmas,train,5,20260232
13,5410228196600,Christmas,train,5,20260232
180,5411633330047,Christmas,train,5,20260232
181,5412896532032,Christmas,train,5,20260232
106,5413977000044,Christmas,train,5,20260232
60,5425029020078,Christmas,train,5,20260232
100,875213000082,Dubbel,train,5,20260232
194,5411098730307,Dubbel,train,5,20260232
107,5412343152332,Dubbel,train,5,20260232
174,5412583240356,Dubbel,train,5,20260232
221,5412896000067,Dubbel,train,5,20260232
187,5425017240075,Dubbel,train,5,20260232
48,8711406995211,Dubbel,train,5,20260232
151,5411516001491,Faro,train,5,20260232
74,5412783054012,Faro,train,5,20260232
161,5411686700057,Flanders old brown,train,5,20260232
159,5411686700668,Flanders old brown,train,5,20260232
167,5411858000077,Flanders old brown,train,5,20260232
165,5411081000363,Fruitbeer,train,5,20260232
207,5411223030036,Fruitbeer,train,5,20260232
50,5411223030043,Fruitbeer,train,5,20260232
227,5411223030098,Fruitbeer,train,5,20260232
33,5425005660465,Fruitbeer,train,5,20260232
177,5425100322608,Fruitbeer,train,5,20260232
72,54121096,Hoppy,train,5,20260232
120,850413005204,Hoppy,train,5,20260232
114,5410769300085,Hoppy,train,5,20260232
9,5411081005368,Hoppy,train,5,20260232
65,5411283000017,Hoppy,train,5,20260232
169,5411676710004,Hoppy,train,5,20260232
31,5411681401164,Hoppy,train,5,20260232
219,5411681401775,Hoppy,train,5,20260232
80,5415152000313,Hoppy,train,5,20260232
8,5425006241304,Hoppy,train,5,20260232
55,5425023990698,Hoppy,train,5,20260232
39,5430000193009,Hoppy,train,5,20260232
54,549619093094,Kriek,train,5,20260232
138,5411223010557,Kriek,train,5,20260232
82,5411516002269,Kriek,train,5,20260232
24,5411656050212,Kriek,train,5,20260232
232,5411686700637,Kriek,train,5,20260232
220,5412783053015,Kriek,train,5,20260232
153,5425007810806,Kriek,train,5,20260232
18,1882,Lambic,train,5,20260232
211,5411223030050,Lambic,train,5,20260232
115,5411516001453,Lambic,train,5,20260232
144,5411516002306,Lambic,train,5,20260232
41,5411656010315,Lambic,train,5,20260232
116,5411656051097,Lambic,train,5,20260232
21,5412783052247,Lambic,train,5,20260232
162,5425018070015,Lambic,train,5,20260232
83,54055520,Low/No alcohol,train,5,20260232
141,5410228141174,Low/No alcohol,train,5,20260232
155,5410228188704,Low/No alcohol,train,5,20260232
10,5410228202929,Low/No alcohol,train,5,20260232
223,5410228231325,Low/No alcohol,train,5,20260232
86,5410783031019,Low/No alcohol,train,5,20260232
90,54017016,Pils/Lager,train,5,20260232
218,54057142,Pils/Lager,train,5,20260232
209,54085107,Pils/Lager,train,5,20260232
230,5410228141235,Pils/Lager,train,5,20260232
139,5410228142027,Pils/Lager,train,5,20260232
124,5412186002658,Pils/Lager,train,5,20260232
28,5425036580008,Pils/Lager,train,5,20260232
81,8715608222557,Pils/Lager,train,5,20260232
29,5410702000331,Saison,train,5,20260232
242,5412138333311,Saison,train,5,20260232
56,5413963600012,Saison,train,5,20260232
145,5415152000450,Saison,train,5,20260232
58,5425024151210,Saison,train,5,20260232
7,5425025910809,Saison,train,5,20260232
166,5425029020252,Saison,train,5,20260232
146,54004009,Scotch,train,5,20260232
216,5410228201076,Scotch,train,5,20260232
168,5410263060034,Scotch,train,5,20260232
201,741360987296,Stout/Porter,train,5,20260232
61,5410702001314,Stout/Porter,train,5,20260232
173,5425005660809,Stout/Porter,train,5,20260232
212,5425006700054,Stout/Porter,train,5,20260232
103,5425024150108,Stout/Porter,train,5,20260232
231,5425025390090,Stout/Porter,train,5,20260232
182,5425028290311,Stout/Porter,train,5,20260232
188,8711406017487,Stout/Porter,train,5,20260232
52,8715951011112,Stout/Porter,train,5,20260232
134,54004238,Strong ale,train,5,20260232
148,5400000000012,Strong ale,train,5,20260232
51,5411081000523,Strong ale,train,5,20260232
196,5411551300818,Strong ale,train,5,20260232
170,5411663002716,Strong ale,train,5,20260232
226,5412186000715,Strong ale,train,5,20260232
104,5412858000081,Strong ale,train,5,20260232
235,5412858000104,Strong ale,train,5,20260232
133,5412896000081,Strong ale,train,5,20260232
99,5413970140396,Strong ale,train,5,20260232
105,5425006700405,Strong ale,train,5,20260232
91,8711406995495,Strong ale,train,5,20260232
117,9120041150678,Strong ale,train,5,20260232
140,54050082,Tripel,train,5,20260232
239,54055049,Tripel,train,5,20260232
15,54079045,Tripel,train,5,20260232
68,9999999999,Tripel,train,5,20260232
57,5410228141921,Tripel,train,5,20260232
189,5410228145912,Tripel,train,5,20260232
240,5410783004594,Tripel,train,5,20260232
135,5410908000029,Tripel,train,5,20260232
69,5411081000332,Tripel,train,5,20260232
228,5411663002945,Tripel,train,5,20260232
34,5411681038001,Tripel,train,5,20260232
147,5412107000466,Tripel,train,5,20260232
245,5412186000098,Tripel,train,5,20260232
45,5412343201337,Tripel,train,5,20260232
47,5412583240363,Tripel,train,5,20260232
66,5413977000037,Tripel,train,5,20260232
204,5425006240024,Tripel,train,5,20260232
217,5425006241687,Tripel,train,5,20260232
93,5425006700139,Tripel,train,5,20260232
163,5425017240457,Tripel,train,5,20260232
26,54125032,West Flanders ale,train,5,20260232
178,620670293948,West Flanders ale,train,5,20260232
84,5411516000517,West Flanders ale,train,5,20260232
176,5411858000183,West Flanders ale,train,5,20260232
244,5413784109060,West Flanders ale,train,5,20260232
160,54055438,Wheat,train,5,20260232
142,54112087,Wheat,train,5,20260232
229,62067029172,Wheat,train,5,20260232
44,5411633250055,Wheat,train,5,20260232
22,5411663001276,Wheat,train,5,20260232
172,5411681400310,Wheat,train,5,20260232
197,5412896000111,Wheat,train,5,20260232
195,8711406995631,Wheat,train,5,20260232
