feature,ks_stat,p_value
neryl.formate,0.4575,1.2645074638258938e-25
X4.ethyl.guaiacol,0.4275,2.5769036523328697e-22
X2.undecanone,0.48,2.794130891168041e-28
trans.dihydro.alpha.terpinyl.acetate,0.5,9.052730306573787e-31
terpinen.4.ol.acetate,0.125,0.030049214777110294
X2.undecanol,0.305,2.179268493798199e-11
delta.terpinyl.acetate,0.165,0.0013272765649306566
X.E.E..2.4.decadienal,0.28,1.214004316129806e-09
methyl.geranate,0.365,3.0901061794394883e-16
car.3.en.2.one,0.2325,9.334081275070552e-07
dimethoxy..E..citral,0.2275,1.743632014755952e-06
X2.butyloctanoate,0.145,0.007041594267935141
X4.methoxysalicylaldehyde,0.4625,3.348313960584187e-26
ethyl.hydrocinnamate,0.5725,7.227566310950645e-41
eugenol,0.435,4.0569152225584435e-23
gamma.nonalactone,0.7525,1.3565061968235917e-74
methyl.para.anisate,0.4875,3.365860681861523e-29
X.E..beta.damascenone,0.4975,1.882405282687646e-30
ethyl..9..decenoate,0.17,0.0008451620190338401
vanillin,0.14,0.010328876010191355
geosmin,0.42,1.5774841670052679e-21
dodecanal,0.3825,7.872793294159981e-18
X4.8.alpha.epoxy.caryophyllane,0.2475,1.3155963975113665e-07
E.caryophyllene,0.8275,1.6062792063951527e-93
X.E..alpha.ionone,0.2475,1.3155963975113665e-07
perillyl.acetate,0.245,1.839892503683708e-07
beta.humulene,0.4575,1.2645074638258938e-25
X2.phenyl.ethyl.butyrate,0.41,1.6687787389791512e-20
X.Z..beta.farnesene,0.42,1.5774841670052679e-21
pentyl.octanoate,0.34,4.214337327417989e-14
X.E..beta.farnesene,0.32,1.6375240283189414e-12
X2.methylbutyl.octanoate,0.13,0.02133663714307325
alpha.humulene,0.7425,2.4974222489516063e-72
neryl.propanoate,0.2075,1.8452859828819583e-05
X9.epi..E..caryophyllene,0.4125,9.30947515015197e-21
ethyl..E..cinnamate,0.515,1.0186351259442479e-32
linalool.isovalerate,0.4125,9.30947515015197e-21
alpha.terpinyl.isobutanoate,0.3975,2.908168594274451e-19
n.dodecanol,0.1775,0.0004185356623688195
germacrene.D,0.165,0.0013272765649306566
X.E..beta.ionone,0.3175,2.5442800223801305e-12
valencene,0.4825,1.3860159973692675e-28
neryl.isobutanoate,0.435,4.0569152225584435e-23
E.methyl.isoeugenol,0.235,6.793365147692429e-07
X.Z..dihydro.apofarnesal,0.4325,7.544315785501382e-23
butylated.hydroxytoluene,0.3375,6.747181088266523e-14
X.E..dihydro.apofarnesal,0.46,6.520765629420035e-26
Z.nerolidol,0.43,1.3971797968015688e-22
X.E..ortho.methoxy.cinnamaldehyde,0.17,0.0008451620190338401
alpha.calacorene,0.435,4.0569152225584435e-23
E.nerolidol,0.5825,2.1226803579716186e-42
dihydroisocaryophyllene.epoxide,0.4025,9.383029053607102e-20
caryophyllene.alcohol,0.3825,7.872793294159981e-18
neryl.isovalerate,0.3875,2.6636631601762704e-18
spathulenol,0.2375,4.926809132735795e-07
caryophyllene.oxide,0.1825,0.00025751020160872854
humulene.epoxide.II,0.3225,1.0500119566085802e-12
alloaromadendrene.epoxide,0.2325,9.334081275070552e-07
X1.10.di.epi.cubenol,0.2275,1.743632014755952e-06
isopropyl.laurate,0.2925,1.7024836769028884e-10
caryophylla.4.12..8.13..dien.5.alpha.ol,0.4325,7.544315785501382e-23
gamma.eudesmol,0.2,4.2197706776709616e-05
alpha.muurolol,0.16,0.002056057037674531
X1.2.dihydro.8.hydroxy..2E..linalool,0.3325,1.7100063804653984e-13
tau.cadinol,0.4625,3.348313960584187e-26
selin.11.en.4.alpha.ol,0.3425,2.62237603073173e-14
alpha.eudesmol,0.4475,1.7140653236337424e-24
X14.hydroxy.9.epi..E..caryophyllene,0.2325,9.334081275070552e-07
tau.muurolol,0.3975,2.908168594274451e-19
n.tetradecanol,0.515,1.0186351259442479e-32
foeniculin,0.55,1.5112657010182154e-37
cadalene,0.3975,2.908168594274451e-19
X2.3.dihydro.farnesol,0.2525,6.65506930385444e-08
X2E.6Z.farnesal,0.165,0.0013272765649306566
caryophyllene.acetate,0.24,3.5605076789460665e-07
X14.hydroxy.alpha.humulene,0.215,7.820358278708043e-06
X2Z.6E.farnesal,0.2925,1.7024836769028884e-10
X2Z.6Z.farnesol,0.195,7.198340666318494e-05
X2Z.6E.farnesol,0.165,0.0013272765649306566
ambroxide,0.2525,6.65506930385444e-08
benzyl.benzoate,0.4775,5.608264847321814e-28
X2E.6E.methyl.farnesoate,0.405,5.297893899383846e-20
ethyl.tetradecanoate,0.4325,7.544315785501382e-23
X2.ethylhexylsalicylate,0.2825,8.255587342932922e-10
isopropyl.tetradecanoate,0.285,5.593719176379822e-10
ethyl.pentadecanoate,0.29,2.5402164120077263e-10
methyl.hexadecanoate,0.405,5.297893899383846e-20
Z.Z.geranyl.linalool,0.3825,7.872793294159981e-18
ethyl.hexadecanoate,0.325,6.707822936321859e-13
manool.oxide,0.2125,1.0447705977863681e-05
X13.epi.manool.oxide,0.4025,9.383029053607102e-20
isopropyl.hexadecanoate,0.2225,3.2116698514542253e-06
manool,0.145,0.007041594267935141
ethyl.octadecanoate,0.285,5.593719176379822e-10
ethyl.pentanoate,0.5825,2.1226803579716186e-42
X2.ethyl.3.methylpyrazine,0.6825,8.359165327613707e-60
esters_sum,0.51,4.6290512300500326e-32
aroma_hops_sum,,
acids_sum,0.35,6.176057267364492e-15
sulfur_sum,0.41,1.6687787389791512e-20
